,name,dc_whole,dc_core,dc_enh,hd95_whole,hd95_core,hd95_enh
0,BRATS_00002.nii.gz,0.9391,0.8299,0.894,1.0,1.0,1.0
1,BRATS_00003.nii.gz,0.9389,0.8467,0.8826,1.0,1.0,1.0
2,BRATS_00006.nii.gz,0.9253,0.852,0.9073,1.0,1.0,1.0
3,BRATS_00008.nii.gz,0.9167,0.832,0.9091,1.0,1.0,1.0
4,BRATS_00016.nii.gz,0.7862,0.7635,0.8,2.2359999999999998,2.2359999999999998,1.649
5,BRATS_00017.nii.gz,0.7215,0.699,1.0,3.016,3.122,0.0
6,BRATS_00170.nii.gz,0.7944,0.7817,0.4,17.484,17.489,1.989
7,BRATS_00172.nii.gz,0.7853,0.7664,0.8889,16.148,16.155,1.062
8,BRATS_00176.nii.gz,0.8619,0.8619,0.881,2.0,2.0,1.0
9,BRATS_00180.nii.gz,0.8506,0.8499,0.8889,6.325,6.028,1.0
10,BRATS_00181.nii.gz,0.8475,0.8435,0.9009,6.707999999999999,6.707999999999999,1.0
11,BRATS_00338.nii.gz,0.9524,0.951,0.9711,0.0,0.0,0.0
12,BRATS_00343.nii.gz,0.9638,0.9507,0.9511,0.0,0.0,0.0
13,BRATS_00347.nii.gz,0.9743,0.965,0.9615,0.0,0.0,0.0
14,BRATS_00348.nii.gz,0.9773,0.9704,0.9674,0.0,0.0,0.0
15,BRATS_00351.nii.gz,0.9705,0.9632,0.9726,0.0,0.0,0.0
16,BRATS_00508.nii.gz,0.7426,0.7239,0.0,2.8280000000000003,2.8280000000000003,373.129
17,BRATS_00510.nii.gz,0.8765,0.8592,0.8227,1.4140000000000001,1.4140000000000001,2.0
18,BRATS_00511.nii.gz,0.9348,0.913,0.8643,1.0,1.0,1.0
19,BRATS_00516.nii.gz,0.9609,0.9057,0.9405,0.0,1.0,1.0
20,BRATS_00517.nii.gz,0.9616,0.9241,0.9426,0.0,1.0,1.0
21,BRATS_00519.nii.gz,0.9464,0.8831,0.9216,1.0,1.0,1.0
22,BRATS_00520.nii.gz,0.9582,0.9003,0.8994,0.0,1.0,1.0
23,BRATS_00675.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
24,BRATS_00682.nii.gz,0.8947,0.8947,1.0,1.0,1.0,0.0
25,BRATS_00684.nii.gz,0.9108,0.9108,1.0,1.0,1.0,0.0
26,BRATS_00687.nii.gz,0.9204,0.9185,0.5714,1.0,1.0,3.0
27,BRATS_00688.nii.gz,0.8816,0.8829,0.507,1.0,1.0,4.123
28,BRATS_00690.nii.gz,0.919,0.9139,0.9109,1.0,1.0,1.0
29,BRATS_00691.nii.gz,0.9159,0.9136,0.9382,1.0,1.0,1.0
30,BRATS_00856.nii.gz,0.956,0.9345,0.9471,0.0,1.0,1.0
31,BRATS_01014.nii.gz,0.9561,0.9185,0.9482,0.0,1.0,1.0
32,BRATS_01019.nii.gz,0.9693,0.9293,0.9367,0.0,1.0,1.0
33,BRATS_01024.nii.gz,0.9674,0.9368,0.9557,0.0,1.0,0.0
34,BRATS_01176.nii.gz,0.0,0.0,1.0,373.129,373.129,0.0
35,BRATS_01180.nii.gz,0.5455,0.5455,0.0,19.785999999999998,19.785999999999998,373.129
36,BRATS_01182.nii.gz,0.8092,0.8354,0.8154,1.166,1.4140000000000001,1.4140000000000001
37,BRATS_01184.nii.gz,0.8743,0.8546,0.8747,1.0,1.0,1.0
38,BRATS_01187.nii.gz,0.9027,0.8225,0.8762,1.0,1.0,1.0
39,BRATS_01189.nii.gz,0.9282,0.8683,0.884,1.0,1.0,1.0
40,BRATS_01190.nii.gz,0.9389,0.8795,0.8909,1.0,1.0,1.0
41,BRATS_01195.nii.gz,0.9516,0.8911,0.8804,0.0,1.0,1.0
42,BRATS_01344.nii.gz,0.7495,0.7495,1.0,2.2359999999999998,2.2359999999999998,0.0
43,BRATS_01350.nii.gz,0.926,0.9241,0.9412,1.0,1.0,1.0
44,BRATS_01518.nii.gz,0.9159,0.9159,0.5714,1.0,1.0,1.0
45,BRATS_01519.nii.gz,0.8899,0.8899,0.4706,1.4140000000000001,1.4140000000000001,3.0
46,BRATS_01520.nii.gz,0.9311,0.9311,0.7308,1.0,1.0,1.186
47,BRATS_01525.nii.gz,0.9484,0.9378,0.8957,1.0,1.0,1.0
48,BRATS_01680.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
49,BRATS_01681.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
50,BRATS_01688.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
51,BRATS_01689.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
52,BRATS_01695.nii.gz,0.875,0.8661,0.8333,1.0,1.0,3.65
53,BRATS_02016.nii.gz,0.8949,0.8723,0.9462,1.0,1.0,1.0
54,BRATS_02020.nii.gz,0.9353,0.9262,0.9614,1.0,1.0,0.0
55,BRATS_02021.nii.gz,0.9412,0.9244,0.9712,1.0,1.0,0.0
56,BRATS_02024.nii.gz,0.9562,0.942,0.9645,0.0,1.0,0.0
57,BRATS_02025.nii.gz,0.9568,0.9423,0.9608,0.0,1.0,0.0
58,BRATS_02026.nii.gz,0.9611,0.9485,0.9701,0.0,1.0,0.0
59,BRATS_02027.nii.gz,0.9644,0.9488,0.9655,0.0,1.0,0.0
60,BRATS_02033.nii.gz,0.9718,0.9646,0.951,0.0,0.0,0.0
61,BRATS_02184.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
62,BRATS_02189.nii.gz,0.8387,0.8387,1.0,1.0,1.0,0.0
63,BRATS_02196.nii.gz,0.8758,0.8363,0.8795,1.0,1.4140000000000001,1.0
64,BRATS_02201.nii.gz,0.921,0.8717,0.82,1.0,1.0,1.0
65,BRATS_02202.nii.gz,0.9313,0.8853,0.876,1.0,1.0,1.0
66,BRATS_02356.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
67,BRATS_02370.nii.gz,0.8993,0.8993,1.0,1.0,1.0,0.0
68,BRATS_02520.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
69,BRATS_02523.nii.gz,0.7907,0.7907,1.0,1.0,1.0,0.0
70,BRATS_02530.nii.gz,0.825,0.825,1.0,1.0,1.0,0.0
71,BRATS_02533.nii.gz,0.8034,0.8034,1.0,1.4140000000000001,1.4140000000000001,0.0
72,BRATS_02534.nii.gz,0.7569,0.7578,0.6471,2.2359999999999998,2.2359999999999998,8.529
73,BRATS_02537.nii.gz,0.9378,0.9313,0.9385,1.0,1.0,1.0
74,BRATS_02689.nii.gz,0.9485,0.932,0.9585,1.0,1.0,0.0
75,BRATS_02699.nii.gz,0.9514,0.9417,0.9176,0.0,1.0,1.0
76,BRATS_02703.nii.gz,0.9374,0.9316,0.9533,1.0,1.0,0.0
77,BRATS_02704.nii.gz,0.9326,0.9249,0.9241,1.0,1.0,1.0
78,BRATS_02706.nii.gz,0.9205,0.9154,0.9226,1.0,1.0,1.0
79,BRATS_02875.nii.gz,0.2368,0.2368,1.0,7.872999999999999,7.872999999999999,0.0
80,BRATS_03034.nii.gz,0.9466,0.9307,0.9668,1.0,1.0,0.0
81,BRATS_03036.nii.gz,0.9425,0.929,0.961,1.0,1.0,0.0
82,BRATS_03038.nii.gz,0.9516,0.9409,0.9693,0.0,1.0,0.0
83,BRATS_03193.nii.gz,0.4231,0.36,0.303,4.177,4.189,4.334
84,BRATS_03195.nii.gz,0.7336,0.751,0.863,2.8280000000000003,2.2359999999999998,1.0
85,BRATS_03198.nii.gz,0.95,0.7873,0.729,0.05,2.0,2.2359999999999998
86,BRATS_03201.nii.gz,0.9511,0.8905,0.9197,0.0,1.0,1.0
87,BRATS_03202.nii.gz,0.9448,0.8756,0.8955,1.0,1.0,1.0
88,BRATS_03203.nii.gz,0.9508,0.8775,0.8571,0.0,1.0,1.0
89,BRATS_03204.nii.gz,0.9615,0.9091,0.8875,0.0,1.0,1.0
90,BRATS_03206.nii.gz,0.9723,0.9119,0.9188,0.0,1.0,1.0
91,BRATS_03360.nii.gz,0.8976,0.8976,0.0,1.0,1.0,373.129
92,BRATS_03368.nii.gz,0.9112,0.9147,0.0,1.0,1.0,373.129
93,BRATS_03528.nii.gz,0.9556,0.9182,0.9297,0.0,1.0,1.0
94,BRATS_03531.nii.gz,0.9681,0.9351,0.9367,0.0,1.0,1.0
95,BRATS_03532.nii.gz,0.9722,0.944,0.941,0.0,1.0,1.0
96,BRATS_03537.nii.gz,0.9789,0.9572,0.9365,0.0,0.0,1.0
97,BRATS_03540.nii.gz,0.9733,0.9363,0.8974,0.0,1.0,1.0
98,BRATS_03544.nii.gz,0.9326,0.9135,0.8518,1.0,1.0,1.4140000000000001
99,BRATS_03698.nii.gz,0.6769,0.6457,0.8235,2.0,2.0,1.0
100,BRATS_03704.nii.gz,0.8631,0.8559,0.9665,1.0,1.4140000000000001,0.0
101,BRATS_03705.nii.gz,0.8965,0.8835,0.9608,1.0,1.0,0.0
102,BRATS_03710.nii.gz,0.9659,0.9543,0.9569,0.0,0.0,0.0
103,BRATS_03712.nii.gz,0.9639,0.9511,0.9545,0.0,0.0,0.0
104,BRATS_03713.nii.gz,0.966,0.9502,0.9536,0.0,0.0,0.0
105,BRATS_03715.nii.gz,0.9735,0.9566,0.9532,0.0,0.0,0.0
106,BRATS_03864.nii.gz,0.776,0.7744,0.0,2.0,2.0,373.129
107,BRATS_03866.nii.gz,0.8883,0.8682,0.9273,1.0,1.0,1.0
108,BRATS_03867.nii.gz,0.9236,0.8875,0.95,1.0,1.0,0.05
109,BRATS_03873.nii.gz,0.9762,0.939,0.9495,0.0,1.0,0.35
110,BRATS_03882.nii.gz,0.9667,0.9204,0.9585,0.0,1.0,0.0
111,BRATS_04035.nii.gz,0.8448,0.8448,0.8095,4.21,4.21,1.0
112,BRATS_04037.nii.gz,0.8826,0.8735,0.9024,1.0,1.0,1.0
113,BRATS_04039.nii.gz,0.9326,0.9375,0.8989,1.0,1.0,1.0
114,BRATS_04041.nii.gz,0.9588,0.9609,0.9349,0.0,0.0,1.0
115,BRATS_04045.nii.gz,0.926,0.9138,0.8768,1.0,1.0,1.0
116,BRATS_04206.nii.gz,0.9615,0.9615,0.7333,0.0,0.0,1.736
117,BRATS_04209.nii.gz,0.9417,0.9417,1.0,1.0,1.0,0.0
118,BRATS_04211.nii.gz,0.9343,0.9343,1.0,1.0,1.0,0.0
119,BRATS_04370.nii.gz,0.7788,0.7797,0.0,3.0,3.0,373.129
120,BRATS_04371.nii.gz,0.7977,0.7985,0.0,2.8280000000000003,2.8280000000000003,373.129
121,BRATS_04372.nii.gz,0.8856,0.8764,0.8082,1.0,1.0,2.0
122,BRATS_04377.nii.gz,0.9341,0.9105,0.9614,1.0,1.0,0.0
123,BRATS_04537.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
