,name,dc_whole,dc_core,dc_enh,hd95_whole,hd95_core,hd95_enh
413,BRATS_16806.nii.gz,0.8775,0.8752,0.0,1.0,1.0,373.129
414,BRATS_16807.nii.gz,0.9366,0.9365,0.9718,1.0,1.0,0.0
415,BRATS_16808.nii.gz,0.9264,0.9263,0.9402,1.0,1.0,1.0
416,BRATS_16811.nii.gz,0.97,0.9705,0.9637,0.0,0.0,0.0
417,BRATS_16815.nii.gz,0.9705,0.9672,0.969,0.0,0.0,0.0
418,BRATS_16970.nii.gz,0.9562,0.9164,0.9279,0.0,1.0,1.0
419,BRATS_16971.nii.gz,0.9546,0.9045,0.9218,0.0,1.0,1.0
420,BRATS_16975.nii.gz,0.9711,0.9056,0.9143,0.0,1.0,1.0
421,BRATS_16980.nii.gz,0.9792,0.9088,0.9088,0.0,1.0,1.0
422,BRATS_16982.nii.gz,0.9792,0.9072,0.8974,0.0,1.0,1.0
423,BRATS_17138.nii.gz,0.8025,0.8,1.0,1.0,1.0,0.0
424,BRATS_17144.nii.gz,0.7632,0.763,1.0,4.0,4.025,0.0
425,BRATS_17147.nii.gz,0.7417,0.7438,1.0,4.0,4.0,0.0
426,BRATS_17148.nii.gz,0.7666,0.77,1.0,2.2359999999999998,2.2359999999999998,0.0
427,BRATS_17151.nii.gz,0.8052,0.8052,1.0,2.0,2.0,0.0
428,BRATS_17152.nii.gz,0.7713,0.7696,1.0,2.0,2.0,0.0
429,BRATS_17309.nii.gz,0.4828,0.4828,1.0,3.428,3.428,0.0
430,BRATS_17312.nii.gz,0.8293,0.8293,1.0,1.0,1.0,0.0
431,BRATS_17316.nii.gz,0.7213,0.7241,1.0,2.0,1.5019999999999998,0.0
432,BRATS_17317.nii.gz,0.7727,0.7229,1.0,1.795,1.9409999999999998,0.0
433,BRATS_17472.nii.gz,0.9456,0.8858,0.9661,1.0,1.0,0.0
434,BRATS_17480.nii.gz,0.9211,0.8773,0.9041,1.0,1.0,1.0
435,BRATS_17485.nii.gz,0.9316,0.8975,0.7895,1.0,1.0,1.0
436,BRATS_17487.nii.gz,0.9215,0.9079,0.0,1.0,1.0,373.129
437,BRATS_17489.nii.gz,0.9305,0.9313,1.0,1.0,1.0,0.0
438,BRATS_17645.nii.gz,0.8814,0.8393,0.8675,1.0,1.0,1.0
439,BRATS_17646.nii.gz,0.9028,0.8677,0.8941,1.0,1.0,1.0
440,BRATS_17647.nii.gz,0.8877,0.8441,0.907,1.0,1.0,1.0
441,BRATS_17649.nii.gz,0.9065,0.8377,0.8,1.0,1.0,1.0
442,BRATS_17650.nii.gz,0.8996,0.824,0.8684,1.0,1.0,1.0
443,BRATS_17656.nii.gz,0.8182,0.8182,1.0,1.0,1.0,0.0
444,BRATS_17812.nii.gz,0.8287,0.8287,1.0,1.0,1.0,0.0
445,BRATS_17817.nii.gz,0.899,0.899,1.0,1.0,1.0,0.0
446,BRATS_17818.nii.gz,0.865,0.865,1.0,1.0,1.0,0.0
447,BRATS_17820.nii.gz,0.8701,0.8701,1.0,1.0,1.0,0.0
448,BRATS_17977.nii.gz,0.9673,0.8582,0.8056,0.0,1.0,1.0
449,BRATS_17978.nii.gz,0.9521,0.8154,0.7851,0.0,1.0,1.0
450,BRATS_17981.nii.gz,0.9468,0.8438,0.8473,1.0,1.0,1.0
451,BRATS_17985.nii.gz,0.9373,0.836,0.8667,1.0,1.0,1.0
452,BRATS_17990.nii.gz,0.9283,0.8447,0.8548,1.0,1.0,1.0
453,BRATS_17992.nii.gz,0.8986,0.8228,0.8481,1.4140000000000001,3.0810000000000004,1.0
454,BRATS_17993.nii.gz,0.8699,0.8056,0.8016,1.4140000000000001,2.0,2.0
455,BRATS_17995.nii.gz,0.7398,0.7171,0.7838,3.0,3.0,19.711
456,BRATS_18162.nii.gz,0.9724,0.859,0.7766,0.0,1.0,1.145
457,BRATS_18318.nii.gz,0.9279,0.9149,0.9222,1.0,1.0,1.0
458,BRATS_18322.nii.gz,0.9165,0.9156,0.5946,1.0,1.0,3.0
459,BRATS_18324.nii.gz,0.9291,0.9291,1.0,1.0,1.0,0.0
460,BRATS_18327.nii.gz,0.8732,0.8732,1.0,1.0,1.0,0.0
461,BRATS_18331.nii.gz,0.6383,0.6383,1.0,2.0,2.0,0.0
462,BRATS_18490.nii.gz,0.6,0.6,1.0,2.987,2.987,0.0
463,BRATS_18491.nii.gz,0.0,0.0,1.0,373.129,373.129,0.0
464,BRATS_18492.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
465,BRATS_18499.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
466,BRATS_18653.nii.gz,0.8712,0.8189,0.9048,1.0,1.0,1.0
467,BRATS_18655.nii.gz,0.8516,0.8099,0.8846,1.0,1.0,1.0
468,BRATS_18660.nii.gz,0.8548,0.8379,0.9071,1.0,1.0,1.0
469,BRATS_18666.nii.gz,0.7434,0.7555,0.7458,2.2359999999999998,2.8280000000000003,3.2460000000000004
470,BRATS_18667.nii.gz,0.6047,0.6047,1.0,9.899,9.899,0.0
471,BRATS_18816.nii.gz,0.9137,0.8747,0.9006,1.0,1.0,1.0
472,BRATS_18824.nii.gz,0.916,0.8875,0.8955,1.0,1.0,1.0
473,BRATS_18828.nii.gz,0.8867,0.8703,0.9306,1.0,1.0,1.0
474,BRATS_18985.nii.gz,0.9535,0.9535,1.0,0.0,0.0,0.0
475,BRATS_18992.nii.gz,0.9477,0.9439,0.976,1.0,1.0,0.0
476,BRATS_18994.nii.gz,0.9424,0.9418,0.9771,1.0,1.0,0.0
477,BRATS_18999.nii.gz,0.952,0.9481,0.9716,0.0,1.0,0.0
478,BRATS_19002.nii.gz,0.9567,0.9325,0.9136,0.0,1.0,1.0
479,BRATS_19162.nii.gz,0.951,0.9274,0.8753,0.0,1.0,1.0
480,BRATS_19167.nii.gz,0.956,0.9424,0.9358,0.0,1.0,1.0
481,BRATS_19169.nii.gz,0.9523,0.9347,0.9145,0.0,1.0,1.0
482,BRATS_19332.nii.gz,0.9678,0.9678,0.0,0.0,0.0,373.129
483,BRATS_19335.nii.gz,0.9483,0.9483,1.0,1.0,1.0,0.0
484,BRATS_19493.nii.gz,0.7726,0.7726,1.0,3.032,3.032,0.0
485,BRATS_19495.nii.gz,0.0,0.0,1.0,373.129,373.129,0.0
486,BRATS_19660.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
487,BRATS_19672.nii.gz,0.8493,0.7959,0.8571,1.4140000000000001,2.0,1.0
488,BRATS_19675.nii.gz,0.9021,0.8563,0.8866,1.0,1.0,1.0
489,BRATS_19824.nii.gz,0.8936,0.8856,0.961,1.0,1.0,0.0
490,BRATS_19827.nii.gz,0.9364,0.9205,0.9642,1.0,1.0,0.0
491,BRATS_19829.nii.gz,0.9286,0.9151,0.9814,1.0,1.0,0.0
492,BRATS_19838.nii.gz,0.9495,0.9328,0.9803,1.0,1.0,0.0
493,BRATS_20163.nii.gz,0.8577,0.8577,0.7273,1.0,1.0,1.0
494,BRATS_20166.nii.gz,0.8701,0.8668,0.8062,1.0,1.0,1.4140000000000001
495,BRATS_20167.nii.gz,0.8838,0.8823,0.9028,1.0,1.0,1.0
496,BRATS_20171.nii.gz,0.9079,0.9059,0.9318,1.0,1.0,1.0
497,BRATS_20175.nii.gz,0.923,0.92,0.9691,1.0,1.0,0.0
498,BRATS_20177.nii.gz,0.9375,0.9304,0.9701,1.0,1.0,0.0
499,BRATS_20328.nii.gz,0.8576,0.8478,0.8692,1.4140000000000001,1.4140000000000001,1.021
500,BRATS_20329.nii.gz,0.8889,0.8806,0.8789,1.0,1.0,1.0
501,BRATS_20339.nii.gz,0.8405,0.8435,1.0,1.0,1.0,0.0
502,BRATS_20340.nii.gz,0.8176,0.8215,1.0,1.0,1.0,0.0
503,BRATS_20343.nii.gz,0.7844,0.7836,1.0,1.4140000000000001,1.4140000000000001,0.0
504,BRATS_20496.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
505,BRATS_20498.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
506,BRATS_20512.nii.gz,0.8861,0.8861,1.0,1.0,1.0,0.0
507,BRATS_20513.nii.gz,0.885,0.8869,1.0,1.0,1.0,0.0
508,BRATS_20666.nii.gz,0.9362,0.9028,0.8317,1.0,1.0,1.59
509,BRATS_20669.nii.gz,0.9154,0.9028,0.809,1.0,1.0,2.0
510,BRATS_20674.nii.gz,0.9023,0.9023,1.0,1.0,1.0,0.0
511,BRATS_20678.nii.gz,0.8928,0.8928,1.0,1.0,1.0,0.0
512,BRATS_20838.nii.gz,0.9476,0.9458,0.9267,1.0,1.0,1.0
513,BRATS_20843.nii.gz,0.9155,0.9145,0.9752,1.0,1.0,0.0
514,BRATS_20847.nii.gz,0.9068,0.9034,0.9537,1.0,1.0,0.0
515,BRATS_20849.nii.gz,0.908,0.9032,0.9359,1.0,1.0,1.0
516,BRATS_21009.nii.gz,0.9208,0.9208,1.0,1.0,1.0,0.0
517,BRATS_21017.nii.gz,0.8452,0.8526,0.4615,1.4140000000000001,1.4140000000000001,1.4
518,BRATS_21018.nii.gz,0.8598,0.8658,0.9189,1.062,1.0,1.0
519,BRATS_21348.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
520,BRATS_21515.nii.gz,0.9618,0.9091,0.8699,0.0,1.0,1.0
521,BRATS_21676.nii.gz,0.7823,0.7974,0.7598,3.162,1.4140000000000001,3.2460000000000004
522,BRATS_21679.nii.gz,0.8581,0.7987,0.7989,1.0,1.0,1.0
523,BRATS_21681.nii.gz,0.934,0.8071,0.8376,1.0,1.0,1.0
524,BRATS_21688.nii.gz,0.9549,0.8715,0.8653,0.0,1.0,1.0
525,BRATS_21690.nii.gz,0.9327,0.8242,0.8155,1.0,1.0,1.0
526,BRATS_21842.nii.gz,0.2581,0.2581,1.0,5.87,5.87,0.0
527,BRATS_21854.nii.gz,0.894,0.8867,0.6667,1.0,1.0,1.85
528,BRATS_21857.nii.gz,0.9072,0.8954,0.8936,1.0,1.0,1.0
529,BRATS_22011.nii.gz,0.9315,0.8881,0.8565,1.0,1.0,1.0
530,BRATS_22020.nii.gz,0.8704,0.8392,0.8381,1.0,1.0,2.8280000000000003
531,BRATS_22021.nii.gz,0.8897,0.8549,0.8592,1.0,1.0,1.0
532,BRATS_22025.nii.gz,0.9091,0.8831,0.8745,1.0,1.0,1.0
533,BRATS_22027.nii.gz,0.8851,0.8577,0.9145,1.0,1.0,1.0
534,BRATS_22181.nii.gz,0.6526,0.6526,1.0,2.414,2.414,0.0
535,BRATS_22350.nii.gz,0.9167,0.8766,0.8661,1.0,1.0,1.0
536,BRATS_22351.nii.gz,0.9345,0.9042,0.8782,1.0,1.0,1.0
537,BRATS_22361.nii.gz,0.9555,0.9034,0.9075,0.0,1.0,1.0
538,BRATS_22363.nii.gz,0.9618,0.913,0.8966,0.0,1.0,1.0
539,BRATS_22512.nii.gz,0.9263,0.8488,1.0,1.0,1.0,0.0
540,BRATS_22520.nii.gz,0.9479,0.8789,0.8374,1.0,1.0,1.4140000000000001
541,BRATS_22524.nii.gz,0.9532,0.9037,0.9204,0.0,1.0,1.0
542,BRATS_22530.nii.gz,0.963,0.9126,0.9608,0.0,1.0,0.0
543,BRATS_22680.nii.gz,0.9671,0.9082,0.9095,0.0,1.0,1.0
544,BRATS_22681.nii.gz,0.9812,0.9259,0.9108,0.0,1.0,1.0
545,BRATS_22697.nii.gz,0.9683,0.9168,0.9149,0.0,1.0,1.0
546,BRATS_22850.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
547,BRATS_22852.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
548,BRATS_22858.nii.gz,0.0,0.0,1.0,373.129,373.129,0.0
549,BRATS_22863.nii.gz,0.9238,0.9238,1.0,1.0,1.0,0.0
550,BRATS_22866.nii.gz,0.9403,0.9403,1.0,1.0,1.0,0.0
551,BRATS_23018.nii.gz,0.9405,0.9169,0.9782,1.0,1.0,0.0
552,BRATS_23026.nii.gz,0.9333,0.915,0.9624,1.0,1.0,0.0
553,BRATS_23029.nii.gz,0.9397,0.9275,0.9757,1.0,1.0,0.0
554,BRATS_23033.nii.gz,0.9175,0.8993,0.9618,1.0,1.0,0.0
555,BRATS_23035.nii.gz,0.9072,0.8989,0.9682,1.0,1.0,0.0
556,BRATS_23193.nii.gz,0.9529,0.9155,0.913,0.0,1.0,1.0
557,BRATS_23196.nii.gz,0.9366,0.8982,0.9173,1.0,1.0,1.0
558,BRATS_23353.nii.gz,0.9442,0.9147,0.9529,1.0,1.0,0.0
559,BRATS_23358.nii.gz,0.9481,0.9189,0.9562,1.0,1.0,0.0
560,BRATS_23359.nii.gz,0.9365,0.906,0.9571,1.0,1.0,0.0
561,BRATS_23361.nii.gz,0.9333,0.9108,0.9624,1.0,1.0,0.0
562,BRATS_23362.nii.gz,0.9305,0.913,0.9688,1.0,1.0,0.0
563,BRATS_23366.nii.gz,0.9419,0.9302,0.9675,1.0,1.0,0.0
564,BRATS_23370.nii.gz,0.9426,0.9405,0.9781,1.0,1.0,0.0
565,BRATS_23521.nii.gz,0.9743,0.9652,0.9762,0.0,0.0,0.0
566,BRATS_23531.nii.gz,0.9752,0.9673,0.981,0.0,0.0,0.0
567,BRATS_23533.nii.gz,0.9742,0.968,0.9628,0.0,0.0,0.0
568,BRATS_23691.nii.gz,0.9683,0.9306,0.9747,0.0,1.0,0.0
569,BRATS_23693.nii.gz,0.9721,0.9428,0.9598,0.0,1.0,0.0
570,BRATS_23695.nii.gz,0.9618,0.905,0.9244,0.0,1.0,1.0
571,BRATS_23700.nii.gz,0.9192,0.9035,0.7803,1.0,1.0,3.9010000000000002
572,BRATS_23701.nii.gz,0.8856,0.8521,0.9231,1.0,1.0,1.0
573,BRATS_23703.nii.gz,0.8327,0.8273,0.9565,1.0,1.062,0.0
574,BRATS_23860.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
575,BRATS_23862.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
576,BRATS_23864.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
577,BRATS_24029.nii.gz,0.6316,0.6316,1.0,1.1,1.1,0.0
578,BRATS_24036.nii.gz,0.8996,0.8241,0.8261,1.0,1.4140000000000001,1.0
579,BRATS_24039.nii.gz,0.9531,0.9254,0.8421,0.0,1.0,2.2359999999999998
580,BRATS_24194.nii.gz,0.955,0.8131,0.7441,0.0,1.0,1.4140000000000001
581,BRATS_24200.nii.gz,0.9571,0.8849,0.8187,0.0,1.0,1.0
582,BRATS_24206.nii.gz,0.9071,0.8967,0.0,1.0,1.0,373.129
583,BRATS_24211.nii.gz,0.8738,0.8738,1.0,1.0,1.0,0.0
584,BRATS_24362.nii.gz,0.6444,0.6444,1.0,16.0,16.0,0.0
585,BRATS_24370.nii.gz,0.9465,0.9321,0.9574,1.0,1.0,0.0
586,BRATS_24379.nii.gz,0.9432,0.9293,0.9533,1.0,1.0,0.0
587,BRATS_24529.nii.gz,0.9742,0.9404,0.9484,0.0,1.0,1.0
588,BRATS_24543.nii.gz,0.9743,0.9279,0.9217,0.0,1.0,1.0
589,BRATS_24699.nii.gz,0.8204,0.8204,1.0,1.0,1.0,0.0
590,BRATS_24704.nii.gz,0.8257,0.8257,1.0,1.249,1.249,0.0
591,BRATS_24715.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
592,BRATS_24864.nii.gz,0.9294,0.8319,0.8661,1.0,1.0,1.0
593,BRATS_24865.nii.gz,0.9637,0.8878,0.9268,0.0,1.0,1.0
594,BRATS_24872.nii.gz,0.9721,0.89,0.9301,0.0,1.0,1.0
595,BRATS_24879.nii.gz,0.9776,0.9461,0.9874,0.0,1.0,0.0
596,BRATS_24883.nii.gz,0.9383,0.9217,0.971,1.0,1.0,0.0
597,BRATS_25032.nii.gz,0.944,0.914,0.9146,1.0,1.0,1.0
598,BRATS_25033.nii.gz,0.9426,0.9215,0.9485,1.0,1.0,1.0
599,BRATS_25035.nii.gz,0.9309,0.9183,0.9719,1.0,1.0,0.0
600,BRATS_25042.nii.gz,0.9577,0.9545,0.9797,0.0,0.0,0.0
601,BRATS_25046.nii.gz,0.9579,0.957,0.9744,0.0,0.0,0.0
602,BRATS_25051.nii.gz,0.9361,0.9318,0.95,1.0,1.0,0.05
603,BRATS_25201.nii.gz,0.9231,0.877,0.9245,1.0,1.0,1.0
604,BRATS_25202.nii.gz,0.9181,0.8667,0.9052,1.0,1.0,1.0
605,BRATS_25203.nii.gz,0.9282,0.8748,0.9087,1.0,1.0,1.0
606,BRATS_25209.nii.gz,0.9204,0.8832,0.9324,1.0,1.0,1.0
607,BRATS_25219.nii.gz,0.7958,0.7908,0.0,2.2359999999999998,2.2359999999999998,373.129
608,BRATS_25368.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
609,BRATS_25373.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
610,BRATS_25374.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
611,BRATS_25375.nii.gz,0.0,0.0,1.0,373.129,373.129,0.0
612,BRATS_25377.nii.gz,0.0,0.0,1.0,373.129,373.129,0.0
613,BRATS_25378.nii.gz,0.0,0.0,1.0,373.129,373.129,0.0
614,BRATS_25539.nii.gz,0.9685,0.9523,0.9567,0.0,0.0,0.0
615,BRATS_25543.nii.gz,0.9651,0.9534,0.9545,0.0,0.0,0.0
616,BRATS_25544.nii.gz,0.9715,0.9583,0.9353,0.0,0.0,1.0
617,BRATS_25707.nii.gz,0.7222,0.6981,1.0,13.347999999999999,13.378,0.0
618,BRATS_25711.nii.gz,0.7596,0.7596,1.0,1.4140000000000001,1.4140000000000001,0.0
619,BRATS_25717.nii.gz,0.8193,0.7831,0.7255,1.0,1.4140000000000001,1.9709999999999999
620,BRATS_25872.nii.gz,0.9448,0.8937,0.8135,1.0,1.0,1.0
621,BRATS_25873.nii.gz,0.949,0.8899,0.8232,1.0,1.0,1.0
622,BRATS_25878.nii.gz,0.9633,0.9241,0.9172,0.0,1.0,1.0
623,BRATS_25880.nii.gz,0.9584,0.9236,0.9004,0.0,1.0,1.0
624,BRATS_25881.nii.gz,0.9584,0.919,0.9057,0.0,1.0,1.0
625,BRATS_25883.nii.gz,0.9625,0.9043,0.8614,0.0,1.0,1.0
626,BRATS_26208.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
627,BRATS_26210.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
628,BRATS_26221.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
629,BRATS_26382.nii.gz,0.9529,0.9529,1.0,0.0,0.0,0.0
630,BRATS_26393.nii.gz,0.9636,0.9636,1.0,0.0,0.0,0.0
631,BRATS_26395.nii.gz,0.95,0.95,1.0,0.05,0.05,0.0
632,BRATS_26544.nii.gz,0.91,0.8322,0.955,1.0,1.4140000000000001,0.0
633,BRATS_26554.nii.gz,0.9252,0.8959,0.9915,1.0,1.0,0.0
634,BRATS_26557.nii.gz,0.8214,0.8072,0.908,1.4140000000000001,1.4140000000000001,1.0
635,BRATS_26560.nii.gz,0.8418,0.8029,0.9263,1.4140000000000001,2.0,1.0
636,BRATS_26563.nii.gz,0.8983,0.8414,0.9437,1.0,1.0,1.0
637,BRATS_26715.nii.gz,0.9046,0.9083,0.8615,1.0,1.0,1.0
638,BRATS_26716.nii.gz,0.8571,0.8571,0.7805,1.104,1.104,1.4140000000000001
639,BRATS_26728.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
640,BRATS_26729.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
641,BRATS_26883.nii.gz,0.6366,0.6402,1.0,3.162,3.162,0.0
642,BRATS_26887.nii.gz,0.6738,0.6738,1.0,2.0,2.0,0.0
643,BRATS_26891.nii.gz,0.48,0.48,1.0,3.0,3.0,0.0
644,BRATS_27049.nii.gz,0.9591,0.935,0.9288,0.0,1.0,1.0
645,BRATS_27052.nii.gz,0.963,0.933,0.9326,0.0,1.0,1.0
646,BRATS_27053.nii.gz,0.9648,0.9365,0.9057,0.0,1.0,1.0
647,BRATS_27057.nii.gz,0.9547,0.9385,0.9501,0.0,1.0,0.0
648,BRATS_27065.nii.gz,0.9489,0.9464,0.9108,1.0,1.0,1.0
649,BRATS_27067.nii.gz,0.8674,0.8674,0.75,1.0,1.0,1.0
650,BRATS_27220.nii.gz,0.9777,0.9718,0.9488,0.0,0.0,0.5
651,BRATS_27227.nii.gz,0.9617,0.9585,0.966,0.0,0.0,0.0
652,BRATS_27392.nii.gz,0.0,0.0,1.0,373.129,373.129,0.0
653,BRATS_27397.nii.gz,0.3662,0.3662,0.0,8.472999999999999,8.472999999999999,373.129
654,BRATS_27400.nii.gz,0.7675,0.7716,0.8539,2.2359999999999998,2.2359999999999998,1.062
655,BRATS_27401.nii.gz,0.7761,0.778,0.8856,6.3,6.3629999999999995,1.0
656,BRATS_27403.nii.gz,0.7424,0.7333,0.9277,11.106,11.18,1.0
657,BRATS_27553.nii.gz,0.8067,0.8067,1.0,1.4140000000000001,1.4140000000000001,0.0
658,BRATS_27556.nii.gz,0.8717,0.8717,1.0,1.4140000000000001,1.4140000000000001,0.0
