,name,dc_whole,dc_core,dc_enh,hd95_whole,hd95_core,hd95_enh
151,BRATS_05391.nii.gz,0.9434,0.9423,1.0,1.0,1.0,0.0
152,BRATS_05392.nii.gz,0.9496,0.9496,1.0,0.85,0.85,0.0
153,BRATS_05546.nii.gz,0.933,0.8813,0.7808,1.0,1.0,1.0
154,BRATS_05548.nii.gz,0.9419,0.8949,0.9096,1.0,1.0,1.0
155,BRATS_05556.nii.gz,0.9676,0.9146,0.9393,0.0,1.0,1.0
156,BRATS_05558.nii.gz,0.9532,0.9037,0.9372,0.0,1.0,1.0
157,BRATS_05718.nii.gz,0.956,0.9345,0.9402,0.0,1.0,1.0
158,BRATS_05721.nii.gz,0.9645,0.9497,0.9482,0.0,0.6,0.5
159,BRATS_05724.nii.gz,0.9666,0.9451,0.9057,0.0,1.0,1.0
160,BRATS_05885.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
161,BRATS_05889.nii.gz,0.7273,0.7273,1.0,1.4140000000000001,1.4140000000000001,0.0
162,BRATS_05890.nii.gz,0.7246,0.7246,1.0,1.4140000000000001,1.4140000000000001,0.0
163,BRATS_05896.nii.gz,0.9545,0.9529,0.8814,0.0,0.0,1.0
164,BRATS_05897.nii.gz,0.9442,0.9428,0.88,1.0,1.0,1.0
165,BRATS_06048.nii.gz,0.9383,0.916,0.9611,1.0,1.0,0.0
166,BRATS_06051.nii.gz,0.9606,0.95,0.9641,0.0,0.0,0.0
167,BRATS_06056.nii.gz,0.8915,0.8893,0.9333,1.0,1.0,0.55
168,BRATS_06063.nii.gz,0.9103,0.9103,1.0,1.0,1.0,0.0
169,BRATS_06066.nii.gz,0.7565,0.7565,1.0,1.649,1.649,0.0
170,BRATS_06222.nii.gz,0.9433,0.8985,0.8639,1.0,1.0,1.0
171,BRATS_06224.nii.gz,0.9618,0.9196,0.901,0.0,1.0,1.0
172,BRATS_06226.nii.gz,0.9537,0.9106,0.9113,0.0,1.0,1.0
173,BRATS_06227.nii.gz,0.9385,0.901,0.9386,1.0,1.0,1.0
174,BRATS_06235.nii.gz,0.6517,0.6517,1.0,4.243,4.243,0.0
175,BRATS_06394.nii.gz,0.7884,0.7917,1.0,1.4140000000000001,1.4140000000000001,0.0
176,BRATS_06552.nii.gz,0.9282,0.9234,0.8814,1.0,1.0,1.0
177,BRATS_06563.nii.gz,0.959,0.9263,0.8763,0.0,1.0,1.0
178,BRATS_06571.nii.gz,0.7371,0.7347,0.3636,2.13,2.0,6.028
179,BRATS_06721.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
180,BRATS_06724.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
181,BRATS_06728.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
182,BRATS_06730.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
183,BRATS_06734.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
184,BRATS_06895.nii.gz,0.901,0.901,1.0,1.083,1.083,0.0
185,BRATS_06904.nii.gz,0.9476,0.941,0.9539,1.0,1.0,0.0
186,BRATS_07066.nii.gz,0.9517,0.9155,0.9214,0.0,1.0,1.0
187,BRATS_07070.nii.gz,0.967,0.9379,0.9015,0.0,1.0,1.0
188,BRATS_07225.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
189,BRATS_07228.nii.gz,0.0,0.0,1.0,373.129,373.129,0.0
190,BRATS_07229.nii.gz,0.3077,0.3077,1.0,2.2359999999999998,2.2359999999999998,0.0
191,BRATS_07233.nii.gz,0.7317,0.7317,1.0,6.395,6.395,0.0
192,BRATS_07238.nii.gz,0.8502,0.8502,1.0,1.4140000000000001,1.4140000000000001,0.0
193,BRATS_07392.nii.gz,0.8772,0.8434,0.8758,1.4140000000000001,2.0,1.0
194,BRATS_07393.nii.gz,0.9028,0.8692,0.8567,1.0,1.0,1.0
195,BRATS_07560.nii.gz,0.9488,0.8519,0.8822,1.0,1.0,1.0
196,BRATS_07564.nii.gz,0.9602,0.8714,0.8879,0.0,1.0,1.0
197,BRATS_07569.nii.gz,0.9742,0.8883,0.896,0.0,1.0,1.0
198,BRATS_07573.nii.gz,0.9811,0.8921,0.9045,0.0,1.0,1.0
199,BRATS_07733.nii.gz,0.8477,0.8459,0.9135,1.0,1.0,1.0
200,BRATS_07735.nii.gz,0.8644,0.8644,0.9143,2.024,2.024,1.0
201,BRATS_07743.nii.gz,0.9617,0.9369,0.9114,0.0,1.0,1.0
202,BRATS_07744.nii.gz,0.9613,0.932,0.9027,0.0,1.0,1.0
203,BRATS_07897.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
204,BRATS_07902.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
205,BRATS_07903.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
206,BRATS_07912.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
207,BRATS_07913.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
208,BRATS_08065.nii.gz,0.9621,0.8983,0.9,0.0,1.0,1.0
209,BRATS_08071.nii.gz,0.9644,0.9283,0.9036,0.0,1.0,1.0
210,BRATS_08080.nii.gz,0.9665,0.9237,0.9474,0.0,1.0,0.55
211,BRATS_08233.nii.gz,0.7543,0.7543,1.0,7.071000000000001,7.071000000000001,0.0
212,BRATS_08236.nii.gz,0.721,0.721,0.0,5.0,5.0,373.129
213,BRATS_08242.nii.gz,0.8611,0.8534,0.9184,1.0,1.0,1.0
214,BRATS_08251.nii.gz,0.8809,0.8756,0.8,1.0,1.0,1.0
215,BRATS_08402.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
216,BRATS_08411.nii.gz,0.0,0.0,1.0,373.129,373.129,0.0
217,BRATS_08419.nii.gz,0.8514,0.8514,1.0,11.335999999999999,11.335999999999999,0.0
218,BRATS_08571.nii.gz,0.8593,0.8593,1.0,1.0,1.0,0.0
219,BRATS_08575.nii.gz,0.9,0.9,1.0,1.0,1.0,0.0
220,BRATS_08585.nii.gz,0.9618,0.9286,0.8694,0.0,1.0,1.0
221,BRATS_08586.nii.gz,0.9607,0.9313,0.8852,0.0,1.0,1.0
222,BRATS_08743.nii.gz,0.9751,0.9614,0.9587,0.0,0.0,0.0
223,BRATS_08748.nii.gz,0.9693,0.9567,0.9389,0.0,0.0,1.0
224,BRATS_08755.nii.gz,0.9254,0.9254,0.9316,1.0,1.0,1.0
225,BRATS_08904.nii.gz,0.6032,0.6129,1.0,25.903000000000002,25.551,0.0
226,BRATS_08908.nii.gz,0.8427,0.8427,1.0,2.384,2.384,0.0
227,BRATS_09072.nii.gz,0.8726,0.8537,0.8777,1.4140000000000001,2.0,1.0
228,BRATS_09073.nii.gz,0.8947,0.8835,0.9125,1.0,1.0,1.0
229,BRATS_09076.nii.gz,0.9115,0.8998,0.93,1.0,1.0,1.0
230,BRATS_09086.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
231,BRATS_09091.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
232,BRATS_09241.nii.gz,0.9538,0.9071,0.8923,0.0,1.0,1.0
233,BRATS_09251.nii.gz,0.9621,0.9511,0.9296,0.0,0.0,1.0
234,BRATS_09254.nii.gz,0.962,0.9485,0.9032,0.0,1.0,1.95
235,BRATS_09423.nii.gz,0.883,0.8843,0.9186,1.0,1.0,1.0
236,BRATS_09427.nii.gz,0.68,0.6667,0.0,6.869,7.053,373.129
237,BRATS_09577.nii.gz,0.8845,0.8845,1.0,1.0,1.0,0.0
238,BRATS_09580.nii.gz,0.9018,0.9018,1.0,1.0,1.0,0.0
239,BRATS_09583.nii.gz,0.9125,0.9145,1.0,1.0,1.0,0.0
240,BRATS_09592.nii.gz,0.9422,0.9422,0.7097,1.0,1.0,1.0
241,BRATS_09745.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
242,BRATS_09747.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
243,BRATS_09912.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
244,BRATS_09915.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
245,BRATS_09920.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
246,BRATS_09922.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
247,BRATS_09927.nii.gz,0.8,0.8,1.0,1.0,1.0,0.0
248,BRATS_09928.nii.gz,0.7692,0.7692,1.0,1.4,1.4,0.0
249,BRATS_10080.nii.gz,0.9309,0.806,0.65,1.0,1.0,2.012
250,BRATS_10084.nii.gz,0.9035,0.8496,0.8098,1.0,1.0,1.0
251,BRATS_10085.nii.gz,0.8705,0.8121,0.7477,1.0,1.0,1.0
252,BRATS_10090.nii.gz,0.8235,0.8235,1.0,1.083,1.083,0.0
253,BRATS_10092.nii.gz,0.7273,0.7273,1.0,1.207,1.207,0.0
254,BRATS_10093.nii.gz,0.3333,0.3333,1.0,1.0,1.0,0.0
255,BRATS_10095.nii.gz,0.0,0.0,1.0,373.129,373.129,0.0
256,BRATS_10097.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
257,BRATS_10262.nii.gz,0.5926,0.5926,1.0,2.2359999999999998,2.2359999999999998,0.0
258,BRATS_10421.nii.gz,0.8384,0.8376,0.9662,2.0,2.0,0.0
259,BRATS_10422.nii.gz,0.8679,0.8679,0.8808,1.4140000000000001,1.4140000000000001,1.0
260,BRATS_10430.nii.gz,0.9372,0.9039,0.9286,1.0,1.0,1.0
261,BRATS_10431.nii.gz,0.9392,0.9064,0.9485,1.0,1.0,1.0
262,BRATS_10435.nii.gz,0.9269,0.8919,0.9354,1.0,1.0,1.0
263,BRATS_10584.nii.gz,0.9026,0.8713,0.9205,1.0,1.186,1.0
264,BRATS_10586.nii.gz,0.9525,0.9302,0.9096,0.0,1.0,1.0
265,BRATS_10587.nii.gz,0.949,0.9332,0.9443,1.0,1.0,1.0
266,BRATS_10588.nii.gz,0.9425,0.9144,0.9018,1.0,1.0,1.0
267,BRATS_10593.nii.gz,0.9484,0.9368,0.9327,1.0,1.0,1.0
268,BRATS_10594.nii.gz,0.9511,0.9356,0.9013,0.0,1.0,1.0
269,BRATS_10598.nii.gz,0.9049,0.9013,0.9474,1.0,1.0,0.55
270,BRATS_10602.nii.gz,0.907,0.9082,0.0,1.0,1.0,373.129
271,BRATS_10755.nii.gz,0.8942,0.8942,1.0,1.0,1.0,0.0
272,BRATS_10759.nii.gz,0.6387,0.6243,1.0,6.0,6.0,0.0
273,BRATS_10766.nii.gz,0.5714,0.5714,1.0,1.0,1.0,0.0
274,BRATS_10932.nii.gz,0.9758,0.9611,0.9575,0.0,0.0,0.0
275,BRATS_10938.nii.gz,0.9636,0.9427,0.9492,0.0,1.0,0.65
276,BRATS_11089.nii.gz,0.9224,0.8719,0.8436,1.0,1.0,1.0
277,BRATS_11092.nii.gz,0.9217,0.8995,0.8798,1.0,1.0,1.0
278,BRATS_11096.nii.gz,0.9365,0.9105,0.8817,1.0,1.0,1.0
279,BRATS_11099.nii.gz,0.9414,0.9162,0.8933,1.0,1.0,1.0
280,BRATS_11103.nii.gz,0.9274,0.8971,0.8848,1.0,1.0,1.0
281,BRATS_11273.nii.gz,0.9427,0.9375,0.6667,1.0,1.0,1.0
282,BRATS_11425.nii.gz,0.8387,0.8387,1.0,1.0,1.0,0.0
283,BRATS_11427.nii.gz,0.84,0.84,1.0,5.43,5.43,0.0
284,BRATS_11437.nii.gz,0.9322,0.9246,0.8434,1.0,1.0,1.4140000000000001
285,BRATS_11442.nii.gz,0.9359,0.9322,0.9327,1.0,1.0,1.0
286,BRATS_11761.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
287,BRATS_11762.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
288,BRATS_11764.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
289,BRATS_11765.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
290,BRATS_11769.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
291,BRATS_11770.nii.gz,0.0,0.0,1.0,373.129,373.129,0.0
292,BRATS_11777.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
293,BRATS_11932.nii.gz,0.9461,0.9371,0.8936,1.0,1.0,1.0
294,BRATS_11935.nii.gz,0.9548,0.9478,0.9162,0.0,1.0,1.0
295,BRATS_11945.nii.gz,0.8869,0.8877,1.0,1.0,1.0,0.0
296,BRATS_12101.nii.gz,0.0,0.0,1.0,373.129,373.129,0.0
297,BRATS_12103.nii.gz,0.0,0.0,1.0,9.328,9.328,0.0
298,BRATS_12104.nii.gz,0.4286,0.4286,1.0,1.9480000000000002,1.9480000000000002,0.0
299,BRATS_12107.nii.gz,0.8101,0.7949,1.0,1.1,1.15,0.0
300,BRATS_12264.nii.gz,0.9587,0.8607,0.8156,0.0,1.0,1.0
301,BRATS_12281.nii.gz,0.9596,0.8744,0.8522,0.0,1.0,1.0
302,BRATS_12432.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
303,BRATS_12434.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
304,BRATS_12435.nii.gz,0.0,0.0,1.0,373.129,373.129,0.0
305,BRATS_12442.nii.gz,0.0,0.0,1.0,373.129,373.129,0.0
306,BRATS_12449.nii.gz,0.7302,0.7302,0.0,12.965,12.965,373.129
307,BRATS_12450.nii.gz,0.7174,0.7174,0.0,15.078,15.078,373.129
308,BRATS_12601.nii.gz,0.9354,0.9133,0.8897,1.0,1.0,1.0
309,BRATS_12607.nii.gz,0.9318,0.925,0.946,1.0,1.0,1.0
310,BRATS_12610.nii.gz,0.9309,0.9301,0.6786,1.0,1.0,1.4140000000000001
311,BRATS_12611.nii.gz,0.8821,0.8829,0.0,2.0,2.0,373.129
312,BRATS_12612.nii.gz,0.909,0.9094,0.0,1.0,1.0,373.129
313,BRATS_12613.nii.gz,0.938,0.9376,1.0,1.0,1.0,0.0
314,BRATS_12779.nii.gz,0.8807,0.7841,0.8722,1.0,1.9409999999999998,1.0
315,BRATS_12782.nii.gz,0.8296,0.7938,0.9231,1.824,2.0,1.0
316,BRATS_12941.nii.gz,0.9449,0.9074,0.8619,1.0,1.0,1.0
317,BRATS_12950.nii.gz,0.9512,0.9142,0.8976,0.0,1.0,1.0
318,BRATS_12953.nii.gz,0.9598,0.9095,0.8599,0.0,1.0,1.0
319,BRATS_12955.nii.gz,0.9172,0.8696,0.8505,1.0,1.0,1.0
320,BRATS_13108.nii.gz,0.9571,0.9165,0.9589,0.0,1.0,0.0
321,BRATS_13110.nii.gz,0.9611,0.9134,0.9542,0.0,1.0,0.0
322,BRATS_13111.nii.gz,0.9587,0.9099,0.9503,0.0,1.0,0.0
323,BRATS_13115.nii.gz,0.9632,0.9192,0.9632,0.0,1.0,0.0
324,BRATS_13119.nii.gz,0.955,0.9027,0.9538,0.0,1.0,0.0
325,BRATS_13286.nii.gz,0.9723,0.912,0.9237,0.0,1.0,1.0
326,BRATS_13441.nii.gz,0.9352,0.9009,0.9041,1.0,1.0,1.0
327,BRATS_13443.nii.gz,0.9316,0.8988,0.8821,1.0,1.0,1.0
328,BRATS_13444.nii.gz,0.912,0.8834,0.8938,1.0,1.0,1.0
329,BRATS_13446.nii.gz,0.9345,0.9149,0.9188,1.0,1.0,1.0
330,BRATS_13447.nii.gz,0.9409,0.922,0.9027,1.0,1.0,1.0
331,BRATS_13449.nii.gz,0.9452,0.9312,0.8974,1.0,1.0,1.0
332,BRATS_13610.nii.gz,0.8776,0.8776,1.0,1.0,1.0,0.0
333,BRATS_13613.nii.gz,0.895,0.895,1.0,1.0,1.0,0.0
334,BRATS_13617.nii.gz,0.9258,0.9258,1.0,1.0,1.0,0.0
335,BRATS_13624.nii.gz,0.9071,0.9014,0.878,1.0,1.0,1.0
336,BRATS_13785.nii.gz,0.8722,0.8179,0.4444,1.4140000000000001,2.0,4.961
337,BRATS_13945.nii.gz,0.9201,0.8584,0.9217,1.0,1.0,1.0
338,BRATS_13946.nii.gz,0.9364,0.8697,0.9116,1.0,1.0,1.0
339,BRATS_13951.nii.gz,0.9076,0.8346,0.9024,1.0,1.4140000000000001,1.0
340,BRATS_13963.nii.gz,0.9424,0.8936,0.864,1.0,1.0,1.0
341,BRATS_14112.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
342,BRATS_14123.nii.gz,0.2222,0.2222,1.0,2.2359999999999998,2.2359999999999998,0.0
343,BRATS_14280.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
344,BRATS_14282.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
345,BRATS_14284.nii.gz,0.0,0.0,1.0,373.129,373.129,0.0
346,BRATS_14285.nii.gz,0.5185,0.5185,1.0,17.152,17.152,0.0
347,BRATS_14286.nii.gz,0.7143,0.7143,1.0,1.4140000000000001,1.4140000000000001,0.0
348,BRATS_14295.nii.gz,0.9588,0.9542,0.8889,0.0,0.0,1.0
349,BRATS_14299.nii.gz,0.961,0.9443,0.959,0.0,1.0,0.0
350,BRATS_14450.nii.gz,0.0,0.0,1.0,373.129,373.129,0.0
351,BRATS_14451.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
352,BRATS_14453.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
353,BRATS_14456.nii.gz,0.3918,0.3958,1.0,9.0,9.0,0.0
354,BRATS_14460.nii.gz,0.9017,0.897,1.0,1.0,1.0,0.0
355,BRATS_14467.nii.gz,0.9022,0.8965,0.9615,1.0,1.0,0.0
356,BRATS_14619.nii.gz,0.8882,0.8882,1.0,1.0,1.0,0.0
357,BRATS_14621.nii.gz,0.8812,0.8812,1.0,1.0,1.0,0.0
358,BRATS_14625.nii.gz,0.5301,0.5301,1.0,2.0,2.0,0.0
359,BRATS_14626.nii.gz,0.2857,0.2857,1.0,3.097,3.097,0.0
360,BRATS_14628.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
361,BRATS_14629.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
362,BRATS_14634.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
363,BRATS_14784.nii.gz,0.9532,0.9153,0.9228,0.0,1.0,1.0
364,BRATS_14785.nii.gz,0.9612,0.9126,0.8938,0.0,1.0,1.0
365,BRATS_14788.nii.gz,0.966,0.9223,0.8996,0.0,1.0,1.0
366,BRATS_14798.nii.gz,0.9533,0.9331,0.9155,0.0,1.0,1.0
367,BRATS_14966.nii.gz,0.9183,0.8757,0.9167,1.0,1.0,1.0
368,BRATS_14967.nii.gz,0.9223,0.8846,0.9202,1.0,1.0,1.0
369,BRATS_15120.nii.gz,0.7291,0.7291,0.8296,7.664,7.664,1.0
370,BRATS_15124.nii.gz,0.8658,0.8427,0.9248,1.561,2.8280000000000003,1.0
371,BRATS_15126.nii.gz,0.8704,0.8213,0.8959,2.0,2.2359999999999998,1.0
372,BRATS_15129.nii.gz,0.8978,0.822,0.8874,5.385,6.348,1.0
373,BRATS_15135.nii.gz,0.9234,0.8699,0.9209,1.0,4.4719999999999995,1.0
374,BRATS_15137.nii.gz,0.9401,0.8893,0.9133,1.0,1.0,1.0
375,BRATS_15297.nii.gz,0.9211,0.8562,0.8426,1.5019999999999998,6.0,6.42
376,BRATS_15300.nii.gz,0.9361,0.8022,0.7553,1.0,1.4140000000000001,1.4140000000000001
377,BRATS_15303.nii.gz,0.9428,0.8456,0.8319,1.0,1.0,1.0
378,BRATS_15304.nii.gz,0.949,0.8836,0.8581,1.0,1.0,1.0
379,BRATS_15306.nii.gz,0.9428,0.8389,0.855,1.0,1.4140000000000001,1.0
380,BRATS_15458.nii.gz,0.6383,0.6383,1.0,5.199,5.199,0.0
381,BRATS_15466.nii.gz,0.9466,0.9466,0.893,1.0,1.0,1.0
382,BRATS_15629.nii.gz,0.944,0.9428,0.9387,1.0,1.0,1.0
383,BRATS_15793.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
384,BRATS_15798.nii.gz,0.0,0.0,1.0,373.129,373.129,0.0
385,BRATS_15799.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
386,BRATS_15801.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
387,BRATS_15802.nii.gz,1.0,1.0,1.0,0.0,0.0,0.0
388,BRATS_15809.nii.gz,0.9099,0.9099,1.0,1.0,1.0,0.0
389,BRATS_15969.nii.gz,0.9592,0.9279,0.8933,0.0,1.0,1.0
390,BRATS_15971.nii.gz,0.9563,0.9169,0.9104,0.0,1.0,1.0
391,BRATS_15975.nii.gz,0.9703,0.9307,0.8984,0.0,1.0,1.0
392,BRATS_15976.nii.gz,0.9649,0.9317,0.9068,0.0,1.0,1.0
393,BRATS_15979.nii.gz,0.9696,0.9296,0.8213,0.0,1.0,4.4719999999999995
394,BRATS_16134.nii.gz,0.9287,0.9247,0.9183,1.0,1.0,1.0
395,BRATS_16136.nii.gz,0.9501,0.9316,0.9237,0.0,1.0,1.0
396,BRATS_16137.nii.gz,0.9521,0.9228,0.8906,0.0,1.0,1.0
397,BRATS_16139.nii.gz,0.9638,0.9505,0.9343,0.0,0.0,1.0
398,BRATS_16145.nii.gz,0.9734,0.9469,0.9453,0.0,1.0,1.0
399,BRATS_16147.nii.gz,0.9668,0.935,0.9551,0.0,1.0,0.0
